Birthplace,Country,NbJoueurs,latitude,longitude
"Sainte-Genevieve, QC, Canada",Canada,2,45.4804749,-73.8701544
"San Bernardino, CA, USA",USA,2,34.8253019,-116.0833144
"San Jose, CA, USA",USA,2,37.3361663,-121.890591
"Sarpsborg, Norway",Norway,2,59.254955,11.2297811
"Saugus, MA, USA",USA,2,42.4648183,-71.010051
"Sauk Rapids, MN, USA",USA,2,45.5913275,-94.1673802
"Schenectady, NY, USA",USA,2,42.8142432,-73.9395687
"Scituate, MA, USA",USA,2,42.1924492,-70.7261966
"Seoul, South Korea",South Korea,2,37.5666791,126.9782914
"Shaker Heights, OH, USA",USA,2,41.4739419,-81.5370671
"Shelby Township, MI, USA",USA,2,43.5974492,-86.3379509
"Slany, Czech Republic",Czech Republic,2,50.2306933,14.0868501
"Slave Lake, AB, Canada",Canada,2,55.2810741,-114.7717876
"Solna, Sweden",Sweden,2,59.366667,18.016667
"South Boston, MA, USA",USA,2,42.3334312,-71.0494949
"South Windsor, CT, USA",USA,2,41.8352395,-72.5562712
"St. George, ON, Canada",Canada,2,43.6684387,-79.398844
"St. James, MB, Canada",Canada,2,49.8995899,-97.2576253
"Staffordshire, England",England,2,52.8246942,-2.0074547
"Stittsville, ON, Canada",Canada,2,45.2584759,-75.9206345
"Stoneham, MA, USA",USA,2,42.4802635,-71.0993581
"Stony Plain, AB, Canada",Canada,2,53.5289862,-114.004873
"Strakonice, Czech Republic",Czech Republic,2,49.261277,13.9025043
"Strathclair, MB, Canada",Canada,2,50.4044635,-100.3955365
"Sumperk, Czech Republic",Czech Republic,2,49.9655521,16.9705651
"Sussex, NB, Canada",Canada,2,45.7234763,-65.5104239
"Sutherland, SK, Canada",Canada,2,52.1394758,-106.6054057
"Syosset, NY, USA",USA,2,40.814858,-73.5017966
"Taber, AB, Canada",Canada,2,49.8895343,-112.0488074
"Tabor, Czech Republic",Czech Republic,2,49.4141533,14.6587234
"Tecumseh, ON, Canada",Canada,2,42.3117951,-82.8861974
"Tokyo, Japan",Japan,2,35.6768601,139.7638947
"Torrance, CA, USA",USA,2,33.8371392,-118.3413606
"Tranas, Sweden",Sweden,2,58.0341073,14.9756413
"Traverse City, MI, USA",USA,2,44.7606481,-85.6165976
"Trumbull, CT, USA",USA,2,41.2428742,-73.2006687
"Tyumen, Russia",Russia,2,57.153534,65.542274
"Uherske Hradiste, Czech Republic",Czech Republic,2,49.0681018,17.4663899
"Upplands Vasby, Sweden",Sweden,2,59.516667,17.916667
"Uxbridge, ON, Canada",Canada,2,44.1088502,-79.1226768
"Vaasa, Finland",Finland,2,63.0957722,21.6159187
"Val Marie, SK, Canada",Canada,2,49.243966,-107.7287953
"Valkeakoski, Finland",Finland,2,61.2655907,24.0304573
"Varkaus, Finland",Finland,2,62.3151698,27.8748346
"Vegreville, AB, Canada",Canada,2,53.5,-112.05
"Vetlanda, Sweden",Sweden,2,57.365574,15.1677901
"Villach, Austria",Austria,2,46.6167284,13.8500268
"Vitebsk, Belarus",Belarus,2,55.1930197,30.2070437
"Vlasim, Czech Republic",Czech Republic,2,49.7065863,14.8986883
"Wapella, SK, Canada",Canada,2,50.2628345,-101.9717067
"Washington, DC, USA",USA,2,38.8950982,-77.0363849
"Washington, MI, USA",USA,2,42.3021687,-83.257153
"Waterford, MI, USA",USA,2,42.7022527,-83.402718
"Waterville, ME, USA",USA,2,44.5505773,-69.6303174
"Wawa, ON, Canada",Canada,2,47.9929283,-84.7740199
"Wayzata, MN, USA",USA,2,44.970759,-93.511947
"Wellesley, MA, USA",USA,2,42.2964859,-71.2925571
"West Bloomfield, MI, USA",USA,2,42.5684073,-83.3740333
"West Islip, NY, USA",USA,2,40.7064515,-73.2987663
"West Seneca, NY, USA",USA,2,42.8395833,-78.7541466
"Westland, MI, USA",USA,2,42.3238056,-83.4005321
"Whitehorse, YT, Canada",Canada,2,60.721571,-135.054932
"Whittier, CA, USA",USA,2,33.9749136,-118.0338664
"Windsor, QC, Canada",Canada,2,45.5697799,-72.0034954
"Winnetka, IL, USA",USA,2,42.1080703,-87.7365286
"Woodstock, ON, Canada",Canada,2,43.1301111,-80.7562977
"Woonsocket, RI, USA",USA,2,42.0028761,-71.5147839
"Wyandotte, MI, USA",USA,2,42.200409,-83.1506436
"Yellow Grass, SK, Canada",Canada,2,49.8061795,-104.160128
"York, ON, Canada",Canada,2,44.0007518,-79.4372217
"Zilina, Slovakia",Slovakia,2,49.2234674,18.7393139
"Zug, Switzerland",Switzerland,2,47.1486137,8.5539378
"Aanekoski, Finland",Finland,1,62.6032186,25.7301361
"Aberdeen, WA, USA",USA,1,46.975371,-123.815722
"Abington, MA, USA",USA,1,42.1048228,-70.9453218
"Acton Vale, QC, Canada",Canada,1,45.6471564,-72.5654107
"Admiral, SK, Canada",Canada,1,49.7130748,-108.0036721
"Agryz, Russia",Russia,1,56.525516,52.9971643
"Aizkraukle, Latvia",Latvia,1,56.6010778,25.2542544
"Alameda, CA, USA",USA,1,37.6090291,-121.899142
"Alameda, SK, Canada",Canada,1,49.2652182,-102.2816393
"Alba, PA, USA",USA,1,41.7050749,-76.8282913
"Aldershot, England",England,1,51.2494169,-0.7630148
"Alexandria, VA, USA",USA,1,38.8051095,-77.0470229
"Alfred, ON, Canada",Canada,1,45.5579611,-74.8825971
"Alingsas, Sweden",Sweden,1,57.9299658,12.5329678
"Aliquippa, PA, USA",USA,1,40.6102386,-80.267726
"Almonte, ON, Canada",Canada,1,45.226049,-76.1945277
"Alton, IL, USA",USA,1,38.8908583,-90.1843091
"Alvesta, Sweden",Sweden,1,56.9166599,14.4998825
"Alvkarleby, Sweden",Sweden,1,60.583333,17.416667
"Ambler, PA, USA",USA,1,40.1544727,-75.2221643
"Amherst, NY, USA",USA,1,42.9783924,-78.7997616
"Amherst, ON, Canada",Canada,1,43.7563044,-79.2736573
"Amisk, AB, Canada",Canada,1,52.5646576,-111.0591824
"Amqui, QC, Canada",Canada,1,48.4656706,-67.4315171
"Amsterdam, Netherlands",Netherlands,1,52.3730796,4.8924534
"Anahim Lake, BC, Canada",Canada,1,52.461867,-125.301819
"Ancaster, ON, Canada",Canada,1,43.225693,-79.976692
"Ancienne Lorette, QC, Canada",Canada,1,46.8098475,-71.3679158
"Andover, MA, USA",USA,1,42.65717,-71.1408776
"Andover, MN, USA",USA,1,45.2332985,-93.2913405
"Ange, Sweden",Sweden,1,62.4737401,15.6411682
"Ange-Gardien, QC, Canada",Canada,1,45.354075,-72.935829
"Anoka, MN, USA",USA,1,45.2710195,-93.2827625
"Antigo, WI, USA",USA,1,45.1404664,-89.1524959
"Appelbo, Sweden",Sweden,1,60.4858844,14.0138529
"Appleton, WI, USA",USA,1,44.2613967,-88.4069744
"Arboga, Sweden",Sweden,1,59.394187,15.8396643
"Arcadia, CA, USA",USA,1,34.1362075,-118.0401497
"Arcola, SK, Canada",Canada,1,49.6350309,-102.4906662
"Ardrossan, AB, Canada",Canada,1,53.5517087,-113.143322
"Arni, Switzerland",Switzerland,1,46.9347371,7.6654733
"Arthabaska, QC, Canada",Canada,1,45.9965832,-71.9875776
"Arvika, Sweden",Sweden,1,59.6543555,12.5916225
"Ashern, MB, Canada",Canada,1,51.183333,-98.333333
"Ashland, WI, USA",USA,1,46.2062319,-90.6802594
"Asikkala, Finland",Finland,1,61.2332298,25.5528781
"Asquith, SK, Canada",Canada,1,52.1345075,-107.2284917
"Astoria, NY, USA",USA,1,40.7720145,-73.9302673
"Asuncion, Paraguay",Paraguay,1,-25.2800459,-57.6343814
"Atikokan, ON, Canada",Canada,1,48.762526,-91.624603
"Auburn, MA, USA",USA,1,42.1945465,-71.8358095
"Auburn, NY, USA",USA,1,42.9320202,-76.5672029
"Augsburg, Germany",Germany,1,48.3690341,10.8979522
"Aurora, CO, USA",USA,1,39.7401441,-104.8733376
"Aurora, MN, USA",USA,1,47.5298533,-92.2367644
"Avesta, Sweden",Sweden,1,60.216667,16.333333
"Aylmer, ON, Canada",Canada,1,42.773227,-80.983658
"Aylmer, QC, Canada",Canada,1,45.3950895,-75.8442452
"Ayr, ON, Canada",Canada,1,43.2855122,-80.4507012
"Baar, Switzerland",Switzerland,1,47.1951976,8.5253985
"Baerum, Norway",Norway,1,59.9289639,10.4997108
"Bagotville, QC, Canada",Canada,1,48.3407795,-70.8797721
"Baie Verte, NL, Canada",Canada,1,49.938848,-56.196442
"Bainbridge, Ireland",Ireland,1,42.3185027,-75.522823
"Balcarres, SK, Canada",Canada,1,50.804747,-103.5427231
"Baldur, MB, Canada",Canada,1,49.3855177,-99.2440107
"Balsta, Sweden",Sweden,1,59.5682102,17.5293647
"Balve, Germany",Germany,1,51.3326498,7.8670563
"Ban, Italy",Italy,1,45.1146372,6.988387
"Bangor, ME, USA",USA,1,44.8016255,-68.7713289
"Bankhead, AB, Canada",Canada,1,51.0959826,-115.3555408
"Barnstable, MA, USA",USA,1,41.7016936,-70.3036163
"Barrhead, AB, Canada",Canada,1,54.1262362,-114.4044117
"Barriefield, ON, Canada",Canada,1,44.2405618,-76.4621681
"Barry's Bay, ON, Canada",Canada,1,45.488298,-77.679176
"Barry, Wales",Wales,1,51.4065052,-3.2666925
"Basel, Switzerland",Switzerland,1,47.5581077,7.5878261
"Basking Ridge, NJ, USA",USA,1,40.7064088,-74.5492725
"Bassano, AB, Canada",Canada,1,50.7872187,-112.4653652
"Baton Rouge, LA, USA",USA,1,30.4494155,-91.1869659
"Battleford, SK, Canada",Canada,1,52.7376973,-108.303901
"Bayfield, ON, Canada",Canada,1,43.5609982,-81.6959031
"Bayonne, France",France,1,43.4945144,-1.4736657
"Bayport, NY, USA",USA,1,40.74885,-73.052214
"Beauceville, QC, Canada",Canada,1,46.210725,-70.774269
"Beaumont, AB, Canada",Canada,1,53.3525496,-113.4151434
"Beausejour, MB, Canada",Canada,1,50.0619312,-96.5140821
"Beaver Dam, WI, USA",USA,1,43.4577692,-88.837329
"Beaver Lodge, AB, Canada",Canada,1,53.5106539,-113.5576003
"Becancour, QC, Canada",Canada,1,46.3415746,-72.4335088
"Bedford, IN, USA",USA,1,38.8611619,-86.4872149
"Bedford, NY, USA",USA,1,41.2041304,-73.642509
"Beirut, Lebanon",Lebanon,1,33.8892265,35.5025585
"Belgrade, Serbia",Serbia,1,44.8153318,20.4456588
"Bellefeuille, QC, Canada",Canada,1,45.7856278,-74.0798851
"Beloeil, QC, Canada",Canada,1,45.5643183,-73.2040066
"Belogorsk, Russia",Russia,1,50.921326,128.47287
"Belovo, Russia",Russia,1,54.419323,86.303429
"Bend, OR, USA",USA,1,44.0581728,-121.3153096
"Berckenla, Ireland",Ireland,1,NA,NA
"Berdsk, Russia",Russia,1,54.75795,83.1068095
"Berwick, NS, Canada",Canada,1,45.0455684,-64.7362073
"Biel-Bienne, Switzerland",Switzerland,1,47.1402077,7.2439029
"Big Cove, NB, Canada",Canada,1,46.0086187,-64.0763074
"Big Springs, TX, USA",USA,1,32.0673855,-94.9674399
"Biloxi, MS, USA",USA,1,30.4007626,-88.8893818
"Binghamton, NY, USA",USA,1,42.098698,-75.9125187
"Binscarth, MB, Canada",Canada,1,50.6253639,-101.2832312
"Birch Hills, SK, Canada",Canada,1,52.984204,-105.433044
"Birmingham, MI, USA",USA,1,42.5467012,-83.2113192
"Bishops Falls, NL, Canada",Canada,1,49.0120002,-55.4989086
"Bjorbo, Sweden",Sweden,1,60.456683,14.7272515
"Blackburn, ON, Canada",Canada,1,45.4319678,-75.56428
"Blaine Lake, SK, Canada",Canada,1,52.8278099,-106.8778567
"Blairmore, AB, Canada",Canada,1,49.6071847,-114.4381219
"Blansko, Czech Republic",Czech Republic,1,49.3636494,16.6442394
"Blaydon-on-Tyne, England, United Kingdom",England,1,54.9646163,-1.7115301
"Blenheim, ON, Canada",Canada,1,42.3354182,-81.9974055
"Bloomfield, ON, Canada",Canada,1,43.9863908,-77.2300533
"Blyth, ON, Canada",Canada,1,43.7365991,-81.4294024
"Bobcaygeon, ON, Canada",Canada,1,44.5372969,-78.5444995
"Boca Raton, FL, USA",USA,1,26.3586885,-80.0830984
"Bocktrask, Sweden",Sweden,1,65.4185521,18.2519817
"Boisbriand, QC, Canada",Canada,1,45.6130248,-73.8386113
"Bojnice, Slovakia",Slovakia,1,48.7799591,18.5821986
"Bollebygd, Sweden",Sweden,1,57.75,12.6
"Bollnas, Sweden",Sweden,1,61.3513005,16.3972013
"Bolton, CT, USA",USA,1,41.7689878,-72.4334173
"Bonney Lake, WA, USA",USA,1,47.1870191,-122.1702293
"Bootle, England",England,1,53.4506931,-2.9948834
"Boras, Sweden",Sweden,1,57.721083899999996,12.9407407
"Bothwell, ON, Canada",Canada,1,42.6309355,-81.8707447
"Bottineau, ND, USA",USA,1,48.8243455,-100.8431321
"Boulder, CO, USA",USA,1,40.0149856,-105.270545
"Bovey, MN, USA",USA,1,47.2953214,-93.415418
"Bow Island, AB, Canada",Canada,1,49.8696838,-111.3793512
"Bowdoin, ME, USA",USA,1,44.0364973,-69.9720794
"Bowling Green, OH, USA",USA,1,41.3747744,-83.6513229
"Bradford, England",England,1,53.7944229,-1.7519186
"Bradford, ON, Canada",Canada,1,44.1171265,-79.5560133
"Braeburn, PA, USA",USA,1,40.1900927,-76.6596909
"Brainerd, MN, USA",USA,1,46.3580221,-94.2008288
"Brentwood, CA, USA",USA,1,37.9317766,-121.696026
"Brick, NJ, USA",USA,1,40.0707244,-74.1280562
"Bridgewater, MA, USA",USA,1,41.9902206,-70.9754432
"Bridgewater, NJ, USA",USA,1,40.5598127,-74.5517146
"Brigden, ON, Canada",Canada,1,42.8119213,-82.2828078
"Bright's Grove, ON, Canada",Canada,1,43.0279026,-82.2529271
"Bristol, England",England,1,51.4538022,-2.5972985
"Bristol, QC, Canada",Canada,1,45.5182488,-76.4161209
"Bristol, RI, USA",USA,1,41.6770463,-71.2661597
"Brock, SK, Canada",Canada,1,51.4412074,-108.7179691
"Bromont, QC, Canada",Canada,1,45.3187339,-72.6463074
"Brondby, Denmark",Denmark,1,55.644111,12.4217135
"Bronxville, NY, USA",USA,1,40.9381544,-73.8320784
"Brookline, MA, USA",USA,1,42.332918,-71.1187829
"Broumov, Czech Republic",Czech Republic,1,50.5854557,16.3322957
"Bruck, Austria",Austria,1,48.0255094,16.7790041
"Burbank, CA, USA",USA,1,34.1812089,-118.307201
"Burgdorf, Switzerland",Switzerland,1,47.0571316,7.6237466
"Burgwedel, Germany",Germany,1,52.5,9.86667
"Burks Falls, ON, Canada",Canada,1,45.6198243,-79.4118392
"Byron, ON, Canada",Canada,1,42.9561761,-81.3410635
"Cadca, Slovakia",Slovakia,1,49.4375146,18.7896041
"Cadomin, AB, Canada",Canada,1,53.0338966,-117.3261071
"Cakovec, Czech Republic",Czech Republic,1,48.9669634,14.3190773
"Caldaro, Italy",Italy,1,46.413467,11.2469106
"Callander, ON, Canada",Canada,1,46.222603,-79.365234
"Calumet, MN, USA",USA,1,47.321883,-93.276868
"Cambridge, MN, USA",USA,1,45.5727408,-93.2243921
"Campbellville, ON, Canada",Canada,1,43.4871704,-79.9821917
"Canaan, NH, USA",USA,1,43.6465313,-72.0119915
"Cannington, ON, Canada",Canada,1,44.3502068,-79.038628
"Cap del la Madeleine, QC, Canada",Canada,1,49.0946701,-66.6975129
"Cap-Rouge, QC, Canada",Canada,1,46.7498643,-71.3453452
"Cape Tormentine, NB, Canada",Canada,1,46.1169135,-63.7903093
"Caracas, Venezuela",Venezuela,1,10.5060934,-66.9146008
"Cardiff, Wales",Wales,1,51.4816546,-3.1791934
"Cardinal, ON, Canada",Canada,1,44.7877017,-75.3800984
"Carlisle, England",England,1,54.8948478,-2.9362311
"Carlisle, ON, Canada",Canada,1,43.3942273,-79.9807983
"Carmel, SK, Canada",Canada,1,52.2247482,-105.3547922
"Carstairs, AB, Canada",Canada,1,51.5622066,-114.095172
"Caslav, Czech Republic",Czech Republic,1,49.9109171,15.3913205
"Cassiar, BC, Canada",Canada,1,59.2883894,-129.850182
"Castor, AB, Canada",Canada,1,52.216667,-111.9
"Castro Valley, CA, USA",USA,1,37.713606,-122.0715658
"Caughnawaga, QC, Canada",Canada,1,45.3858518,-73.6679891
"Causapscal, QC, Canada",Canada,1,48.3542375,-67.2269621
"Cayuga, ON, Canada",Canada,1,42.9497266,-79.8585358
"Cedar Springs, ON, Canada",Canada,1,42.2804523,-82.0312894
"Celadna, Czech Republic",Czech Republic,1,49.5487297,18.3375869
"Centerville, MA, USA",USA,1,41.6499298,-70.3485753
"Centre Wellington, ON, Canada",Canada,1,43.7180927,-80.3747736
"Cervenka, Czech Republic",Czech Republic,1,49.7186878,17.0853904
"Ceske-Budejovice, Czech Republic",Czech Republic,1,48.9747357,14.474285
"Chambersburg, PA, USA",USA,1,39.9375112,-77.6612586
"Chamonix, France",France,1,45.9230969,6.8700009
"Chandler, QC, Canada",Canada,1,48.3491804,-64.6775915
"Charlemagne, QC, Canada",Canada,1,45.7208903,-73.486115
"Charleston, ON, Canada",Canada,1,44.512165,-75.9674268
"Charlotte, NC, USA",USA,1,35.2272086,-80.8430827
"Charlottesville, VA, USA",USA,1,38.029306,-78.4766781
"Chaska, MN, USA",USA,1,44.7894072,-93.6021791
"Chatham, NB, Canada",Canada,1,47.0294425,-65.4625791
"Chekhov, Russia",Russia,1,55.1426603,37.4545328
"Chelmsford, MA, USA",USA,1,42.5968617,-71.3517602
"Chelsea, MA, USA",USA,1,42.3912241,-71.0369301
"Cherry Hill, NJ, USA",USA,1,39.9348351,-75.0307264
"Chester Springs, PA, USA",USA,1,40.0951038,-75.6168681
"Chester, England",England,1,53.1908873,-2.8908955
"Chesterfield, MI, USA",USA,1,42.4331859,-83.3037293
"Chesterville, ON, Canada",Canada,1,45.1024266,-75.2289179
"Chetwynd, BC, Canada",Canada,1,55.6956812,-121.6393966
"Chevy Chase, MD, USA",USA,1,38.9813699,-77.0849245
"Chicago Heights, IL, USA",USA,1,41.5062834,-87.6357079
"Christina Lake, BC, Canada",Canada,1,49.1227255,-118.257846
"Chrudim, Czech Republic",Czech Republic,1,49.9511458,15.7947559
"Chula Vista, CA, USA",USA,1,32.6400541,-117.084195
"Chur, Switzerland",Switzerland,1,46.854747,9.5264904
"Churchill, MB, Canada",Canada,1,58.7693101,-94.1736843
"Cincinnati, OH, USA",USA,1,39.1012809,-84.5127405
"Clawson, MI, USA",USA,1,42.5333682,-83.1463166
"Climax, SK, Canada",Canada,1,49.2081817,-108.3864958
"Clinton, MA, USA",USA,1,42.4212463,-71.6874099
"Clinton, NY, USA",USA,1,44.7278943,-73.6686982
"Coal Creek, BC, Canada",Canada,1,49.4887332,-114.9570087
"Coaticook, QC, Canada",Canada,1,45.1334169,-71.803479
"Cochenour, ON, Canada",Canada,1,51.0730254,-93.8100155
"Cochrane, AB, Canada",Canada,1,51.1874627,-114.4710708
"Cochrane, ON, Canada",Canada,1,50.630898,-82.1914444
"Cohasset, MA, USA",USA,1,42.2410158,-70.8035571
"Cohasset, MN, USA",USA,1,47.263556,-93.620215
"Cole Harbour, NS, Canada",Canada,1,44.6736008,-63.4877299
"Coleman, AB, Canada",Canada,1,49.6377084,-114.4964358
"Coleraine, MN, USA",USA,1,47.28883,-93.427708
"Come By Chance, NL, Canada",Canada,1,47.8342295,-53.9907878
"Commerce, MI, USA",USA,1,42.5911431,-83.4907721
"Consort, AB, Canada",Canada,1,52.0094273,-110.7752786
"Coon Rapids, MN, USA",USA,1,45.1728923,-93.3023898
"Copenhagen, Denmark",Denmark,1,55.6867243,12.5700724
"Coral Springs, FL, USA",USA,1,26.271192,-80.2706044
"Cordenons, Italy",Italy,1,45.9881831,12.7067897
"Corona, CA, USA",USA,1,33.8752945,-117.566444
"Corpus Christi, TX, USA",USA,1,27.7635302,-97.4033191
"Corvallis, OR, USA",USA,1,44.5645659,-123.2620435
"Cottam, ON, Canada",Canada,1,42.1285929,-82.7441463
"Cowan, MB, Canada",Canada,1,52.0347545,-100.6491295
"Cranford, NJ, USA",USA,1,40.656539,-74.3035794
"Craven, SK, Canada",Canada,1,50.7072638,-104.809204
"Creelman, SK, Canada",Canada,1,49.8205508,-103.3092709
"Crimmitschau, Germany",Germany,1,50.8162378,12.3867217
"Crookston, MN, USA",USA,1,47.7739988,-96.6081167
"Cross Lake, MB, Canada",Canada,1,54.6120275,-98.0506988
"Crossfield, AB, Canada",Canada,1,51.4272738,-114.0309938
"Crystal, ND, USA",USA,1,48.5969371,-97.6695334
"Cumberland, RI, USA",USA,1,41.9667656,-71.4328363
"Cumberland, WI, USA",USA,1,45.5332856,-92.0214764
"Cupar, SK, Canada",Canada,1,50.9476885,-104.2139781
"Dabrowa Bialostocka, Poland",Poland,1,53.654439000000004,23.3485102
"Dade City, FL, USA",USA,1,28.3647248,-82.1959178
"Dadesjo, Sweden",Sweden,1,57.0108336,15.1062151
"Dalhousie, NB, Canada",Canada,1,48.0634448,-66.369555
"Dallas, TX, USA",USA,1,32.7762719,-96.7968559
"Dardenne Prairie, MO, USA",USA,1,38.7694969,-90.7290157
"Davidson, SK, Canada",Canada,1,51.263985,-105.9874594
"De Pere, WI, USA",USA,1,44.4493584,-88.0599986
"De Winton, AB, Canada",Canada,1,50.8235916,-114.0174396
"Debden, SK, Canada",Canada,1,53.525025,-106.8770352
"Decatur, GA, USA",USA,1,30.8736613,-84.5740953
"Dedovsk, Russia",Russia,1,55.8597808,37.1206449
"Deer Lake, NL, Canada",Canada,1,49.1830366,-57.4320002
"Deer Lake, ON, Canada",Canada,1,52.6314358,-94.0669568
"Deerfield, IL, USA",USA,1,42.1711365,-87.8445119
"Degelis, QC, Canada",Canada,1,47.5475334,-68.6448598
"Deggendorf, Germany",Germany,1,48.7814115,13.0006423
"Deje, Sweden",Sweden,1,59.6059394,13.4636486
"Delafield, WI, USA",USA,1,43.0594237,-88.4040172
"Delemont, Switzerland",Switzerland,1,47.3615882,7.354445
"Delhi, ON, Canada",Canada,1,42.8544957,-80.4983709
"Delson, QC, Canada",Canada,1,45.3748635,-73.5412607
"Derry, NH, USA",USA,1,42.8808677,-71.3264492
"Des Plaines, IL, USA",USA,1,42.0415823,-87.8873916
"Deseronto, ON, Canada",Canada,1,44.195005,-77.049866
"Dickinson, ND, USA",USA,1,46.8791756,-102.7896242
"Dinsmore, SK, Canada",Canada,1,51.3325438,-107.4471085
"Divide, SK, Canada",Canada,1,49.1492019,-109.1284296
"Doagh, Northern Ireland, United Kingdom",Northern Ireland,1,54.7377917,-6.0429206
"Dolbeau, QC, Canada",Canada,1,48.8770098,-72.2302039
"Don Mills, ON, Canada",Canada,1,43.775347,-79.3459439
"Donetsk, Ukraine",Ukraine,1,47.9212914,37.7809825
"Donkin, NS, Canada",Canada,1,46.1820304,-59.8736839
"Dorchester, NB, Canada",Canada,1,45.8992863,-64.5170033
"Dorchester, ON, Canada",Canada,1,42.9886863,-81.0586953
"Dorval, QC, Canada",Canada,1,45.4453082,-73.7510888
"Douro, ON, Canada",Canada,1,44.3760543,-78.192366
"Dover, NJ, USA",USA,1,40.883988,-74.5621025
"Dowlais, Wales",Wales,1,51.7625134,-3.3555584
"Downey, CA, USA",USA,1,33.9404441,-118.1292846
"Downeyville, ON, Canada",Canada,1,44.3734331,-78.593756
"Drake, SK, Canada",Canada,1,51.7461489,-105.0125027
"Dresden, ON, Canada",Canada,1,42.5909853,-82.1795314
"Drogichin, Belarus",Belarus,1,53.1095358,29.2990619
"Drohiczyn, Poland",Poland,1,52.396648,22.658812
"Dublin, OH, USA",USA,1,40.0996009,-83.1135563
"Dublin, ON, Canada",Canada,1,43.5050055,-81.2856341
"Dubnica, Slovakia",Slovakia,1,49.3045228,21.0165592
"Dubuque, IA, USA",USA,1,42.5006243,-90.6647985
"Duchess, AB, Canada",Canada,1,50.7305674,-111.9055311
"Duesseldorf, Germany",Germany,1,51.2254018,6.7763137
"Dugald, MB, Canada",Canada,1,49.8857175,-96.8428231
"Dunblane, SK, Canada",Canada,1,51.2021493,-106.8802405
"Duparquet, QC, Canada",Canada,1,48.5026134,-79.2224096
"Durham, NH, USA",USA,1,43.1214141,-70.9177186
"Durham-Sud, QC, Canada",Canada,1,45.6596873,-72.3410147
"Duxbury, MA, USA",USA,1,42.0417695,-70.672259
"Eardley, QC, Canada",Canada,1,45.5514566,-76.0983854
"East Bridgewater, MA, USA",USA,1,42.0332957,-70.9588099
"East Broughton, QC, Canada",Canada,1,46.216664,-71.075706
"East Greenbush, NY, USA",USA,1,42.5909135,-73.7017858
"East Greenwich, RI, USA",USA,1,41.6603788,-71.4558911
"East Kildonan, MB, Canada",Canada,1,49.9209415,-97.0881378
"East Lansing, MI, USA",USA,1,42.7320307,-84.4721678
"East Longmeadow, MA, USA",USA,1,42.064906,-72.5129296
"East Palestine, OH, USA",USA,1,40.8339509,-80.5403469
"East Vancouver, BC, Canada",Canada,1,49.279437,-123.0666665
"East Weymouth, MA, USA",USA,1,42.2157579,-70.9251565
"East York, ON, Canada",Canada,1,43.699971,-79.3325198
"Eastview, ON, Canada",Canada,1,44.2576048,-76.3917684
"Eden, NY, USA",USA,1,42.6523734,-78.8954064
"Edina, USA",USA,1,44.8897027,-93.3501222
"Edinburgh, United Kingdom",United Kingdom,1,55.9533456,-3.1883749
"Edington, SK, Canada",Canada,1,NA,NA
"Edison, NJ, USA",USA,1,40.5005351,-74.3983939
"Edmond, OK, USA",USA,1,35.6571367,-97.4649038
"Egerkingen, Switzerland",Switzerland,1,47.3225009,7.7947889
"Eisenstadt, Austria",Austria,1,47.8454821,16.5249288
"Elcor, MN, USA",USA,1,47.505204,-92.4410154
"Elgin Mills, ON, Canada",Canada,1,43.8959609,-79.4429693
"Elgin, ON, Canada",Canada,1,42.7269522,-81.3660384
"Elk Grove, IL, USA",USA,1,42.0035588,-88.0037711
"Elkhorn, MB, Canada",Canada,1,49.9753411,-101.2365875
"Ellensburg, WA, USA",USA,1,46.9970635,-120.545122
"Ellerslie, PE, Canada",Canada,1,46.6029873,-63.9561601
"Ellwood City, PA, USA",USA,1,40.858579,-80.2895502
"Elmhurst, IL, USA",USA,1,41.8994745,-87.9403418
"Emsdetten, Germany",Germany,1,52.174687,7.5301756
"Englewood, OH, USA",USA,1,39.8775553,-84.3021673
"Enkoping, Sweden",Sweden,1,59.6356115,17.077856
"Ennismore, ON, Canada",Canada,1,44.4099602,-78.4317746
"Enterprise, AL, USA",USA,1,31.3151708,-85.8552161
"Erding, Germany",Germany,1,48.3064441,11.9076579
"Erie, CO, USA",USA,1,40.0502623,-105.049981
"Erie, PA, USA",USA,1,42.1294712,-80.0852695
"Eriksdale, MB, Canada",Canada,1,50.866667,-98.1
"Esbjerg, Denmark",Denmark,1,55.4664892,8.4520751
"Eskilstuna, Sweden",Sweden,1,59.3717379,16.5051474
"Esko, MN, USA",USA,1,46.7072985,-92.3631618
"Essex, MA, USA",USA,1,42.6326501,-70.7803543
"Everett, WA, USA",USA,1,47.9793437,-122.2127011
"Excelsior, MN, USA",USA,1,44.9032963,-93.5663455
"Exeter, ON, Canada",Canada,1,43.3449871,-81.4801081
"Fagersta, Sweden",Sweden,1,59.966667,15.833333
"Falconbridge, ON, Canada",Canada,1,46.5765483,-80.8102233
"Falkirk, Scotland",Scotland,1,55.9991959,-3.784376
"Fall River, MA, USA",USA,1,41.7010642,-71.1546367
"Falmouth, MA, USA",USA,1,41.5514979,-70.6147519
"Farevejle, Denmark",Denmark,1,54.9169504,10.7066501
"Fargelanda, Sweden",Sweden,1,58.583333,12
"Faribault, MN, USA",USA,1,43.6647961,-93.9510501
"Farmingville, NY, USA",USA,1,40.8406525,-73.0349423
"Farran's Point, ON, Canada",Canada,1,44.978714,-75.0004199
"Felben Wellhausen, Switzerland",Switzerland,1,47.575645,8.939863
