Birthplace_original,Birthplace,Country,NbJoueurs,latitude,longitude
"Beaconsfield, QC, Canada","Beaconsfield, QC, Canada",Canada,2,45.4289766,-73.8654387
"Beamsville, ON, Canada","Beamsville, ON, Canada",Canada,2,43.1654577,-79.4751839
"Beaverlodge, AB, Canada","Beaverlodge, AB, Canada",Canada,2,55.2106188,-119.4286716
"Beaverton, ON, Canada","Beaverton, ON, Canada",Canada,2,44.4296227,-79.1550193
"Belle River, ON, Canada","Belle River, ON, Canada",Canada,2,42.2928986,-82.7113352
"Bellevue, QC, Canada","Bellevue, QC, Canada",Canada,2,48.6621831,-72.4402626
"Bellmawr, NJ, USA","Bellmawr, NJ, USA",USA,2,39.8676134,-75.0946183
"Berlin, Germany","Berlin, Germany",Germany,2,52.5173885,13.3951309
"Beverly, MA, USA","Beverly, MA, USA",USA,2,42.5489744,-70.8781883
"Biddeford, ME, USA","Biddeford, ME, USA",USA,2,43.4925843,-70.4533844
"Biel, Switzerland","Biel, Switzerland",Switzerland,2,47.1402077,7.2439029
"Bilovec, Czech Republic","Bilovec, Czech Republic",Czech Republic,2,49.7567664,18.01623
"Birmingham, England","Birmingham, England",England,2,52.4948994,-1.8518439
"Bismarck, ND, USA","Bismarck, ND, USA",USA,2,46.808327,-100.783739
"Blackie, AB, Canada","Blackie, AB, Canada",Canada,2,50.6030153,-113.6177721
"Blaine, MN, USA","Blaine, MN, USA",USA,2,45.1607987,-93.2349489
"Blind River, ON, Canada","Blind River, ON, Canada",Canada,2,46.188388,-82.95639
"Bonavista, NL, Canada","Bonavista, NL, Canada",Canada,2,48.6541763,-53.110338
"Bourget, ON, Canada","Bourget, ON, Canada",Canada,2,45.4348751,-75.1578861
"Boxboro, MA, USA","Boxboro, MA, USA",USA,2,42.4827512,-71.5142726
"Boxford, MA, USA","Boxford, MA, USA",USA,2,42.6605844,-70.9971204
"Brighton, MA, USA","Brighton, MA, USA",USA,2,42.3491615,-71.1533859
"Brighton, MI, USA","Brighton, MI, USA",USA,2,42.5316918,-83.7846458
"Bromma, Sweden","Bromma, Sweden",Sweden,2,59.339769,17.9395411
"Brookfield, WI, USA","Brookfield, WI, USA",USA,2,43.0615578,-88.1260678
"Brooklyn, NY, USA","Brooklyn, NY, USA",USA,2,40.6526006,-73.9497211
"Brownsburg, QC, Canada","Brownsburg, QC, Canada",Canada,2,45.676516,-74.4046061
"Buffalo Grove, IL, USA","Buffalo Grove, IL, USA",USA,2,42.1544205,-87.9589621
"Bulach, Switzerland","Bulach, Switzerland",Switzerland,2,47.5172321,8.5407118
"Burlington, MA, USA","Burlington, MA, USA",USA,2,42.5048167,-71.1956111
"Cache Bay, ON, Canada","Cache Bay, ON, Canada",Canada,2,46.3737816,-79.9885393
"Calahoo, AB, Canada","Calahoo, AB, Canada",Canada,2,53.7084868,-113.9589008
"Caledon, ON, Canada","Caledon, ON, Canada",Canada,2,43.8320698,-79.9066871
"Caledonia, ON, Canada","Caledonia, ON, Canada",Canada,2,43.6923229,-79.4653403
"Calumet, MI, USA","Calumet, MI, USA",USA,2,47.246592,-88.454006
"Calw, Germany","Calw, Germany",Germany,2,48.7142691,8.7397624
"Campbellford, ON, Canada","Campbellford, ON, Canada",Canada,2,44.3085912,-77.798084
"Canton, MA, USA","Canton, MA, USA",USA,2,42.1584324,-71.1447732
"Cap-de-la-Madeleine, QC, Canada","Cap-de-la-Madeleine, QC, Canada",Canada,2,46.368253,-72.509079
"Carbonear, NL, Canada","Carbonear, NL, Canada",Canada,2,47.733123,-53.2366225
"Cardston, AB, Canada","Cardston, AB, Canada",Canada,2,49.2001157,-113.3165704
"Carleton Place, ON, Canada","Carleton Place, ON, Canada",Canada,2,45.1403366,-76.1465672
"Carman, MB, Canada","Carman, MB, Canada",Canada,2,49.5082995,-98.0016853
"Caroline, AB, Canada","Caroline, AB, Canada",Canada,2,52.0943034,-114.7391684
"Carp, ON, Canada","Carp, ON, Canada",Canada,2,45.345148,-76.03672
"Carroll, MB, Canada","Carroll, MB, Canada",Canada,2,49.6081848,-100.0315519
"Centerville, SD, USA","Centerville, SD, USA",USA,2,43.1169692,-96.9610032
"Central Butte, SK, Canada","Central Butte, SK, Canada",Canada,2,50.7938303,-106.5078309
"Chanhassen, MN, USA","Chanhassen, MN, USA",USA,2,44.8618403,-93.5307207
"Charlesbourg, QC, Canada","Charlesbourg, QC, Canada",Canada,2,46.8956499,-71.2908286
"Chateauguay, QC, Canada","Chateauguay, QC, Canada",Canada,2,45.3602416,-73.749364
"Chatham, NJ, USA","Chatham, NJ, USA",USA,2,40.7409242,-74.3836711
"Chemainus, BC, Canada","Chemainus, BC, Canada",Canada,2,48.922499,-123.718414
"Chesterfield, MO, USA","Chesterfield, MO, USA",USA,2,38.6581764,-90.5680617
"Chilliwack, BC, Canada","Chilliwack, BC, Canada",Canada,2,49.1709788,-121.95255
"Churchbridge, SK, Canada","Churchbridge, SK, Canada",Canada,2,50.9000886,-101.8933019
"Clinton, ON, Canada","Clinton, ON, Canada",Canada,2,43.6171831,-81.5397155
"Cologne, Germany","Cologne, Germany",Germany,2,50.938361,6.959974
"Concord, MA, USA","Concord, MA, USA",USA,2,42.4605189,-71.3488963
"Coronation, AB, Canada","Coronation, AB, Canada",Canada,2,52.0929552,-111.4490001
"Courtice, ON, Canada","Courtice, ON, Canada",Canada,2,43.9117719,-78.7780464
"Cowansville, QC, Canada","Cowansville, QC, Canada",Canada,2,45.2076125,-72.7479195
"Creighton Mine, ON, Canada","Creighton Mine, ON, Canada",Canada,2,46.4725204,-81.1860383
"Crystal, MN, USA","Crystal, MN, USA",USA,2,45.031823,-93.3606072
"Dartmouth, NS, Canada","Dartmouth, NS, Canada",Canada,2,44.6799707,-63.5720232
"Daysland, AB, Canada","Daysland, AB, Canada",Canada,2,52.8680426,-112.2656813
"Dearborn Heights, MI, USA","Dearborn Heights, MI, USA",USA,2,42.3369816,-83.2732627
"Delano, MN, USA","Delano, MN, USA",USA,2,45.0419073,-93.7891331
"Des Moines, IA, USA","Des Moines, IA, USA",USA,2,41.5868654,-93.6249494
"Dingolfing, Germany","Dingolfing, Germany",Germany,2,48.6300801,12.4977434
"Dodsland, SK, Canada","Dodsland, SK, Canada",Canada,2,51.8,-108.833333
"Dollard-des-Ormeaux, QC, Canada","Dollard-des-Ormeaux, QC, Canada",Canada,2,45.48423,-73.8064547
"Downers Grove, IL, USA","Downers Grove, IL, USA",USA,2,41.7936822,-88.0102281
"Drumheller, AB, Canada","Drumheller, AB, Canada",Canada,2,51.401597,-112.6185167
"Dunnville, ON, Canada","Dunnville, ON, Canada",Canada,2,42.9059168,-79.6188457
"Durham, ON, Canada","Durham, ON, Canada",Canada,2,44.0310471,-78.949678
"Dysart, SK, Canada","Dysart, SK, Canada",Canada,2,50.9430848,-104.0374989
"Eagle River, AK, USA","Eagle River, AK, USA",USA,2,61.2700284,-149.3863924
"Earlton, ON, Canada","Earlton, ON, Canada",Canada,2,47.7110111,-79.8244011
"East Amherst, NY, USA","East Amherst, NY, USA",USA,2,43.0183913,-78.696697
"Edmundston, NB, Canada","Edmundston, NB, Canada",Canada,2,47.3637203,-68.3288825
"Elburn, IL, USA","Elburn, IL, USA",USA,2,41.8922499,-88.4723014
"Elektrenai, Lithuania","Elektrenai, Lithuania",Lithuania,2,54.786657,24.6708398
"Elk Point, AB, Canada","Elk Point, AB, Canada",Canada,2,53.8999368,-110.8999785
"Elliot Lake, ON, Canada","Elliot Lake, ON, Canada",Canada,2,46.373464,-82.652893
"Esterhazy, SK, Canada","Esterhazy, SK, Canada",Canada,2,50.6536237,-102.0763357
"Fairport, NY, USA","Fairport, NY, USA",USA,2,43.0993,-77.443014
"Farmington, MN, USA","Farmington, MN, USA",USA,2,44.6402434,-93.1435497
"Ferme-Neuve, QC, Canada","Ferme-Neuve, QC, Canada",Canada,2,46.7010748,-75.4497514
"Fort Qu'Appelle, SK, Canada","Fort Qu'Appelle, SK, Canada",Canada,2,50.7719106,-103.7958877
"Fort Saint John, BC, Canada","Fort Saint John, BC, Canada",Canada,2,56.2309014,-120.8326004
"Fort St. John, BC, Canada","Fort St. John, BC, Canada",Canada,2,56.2527571,-120.8472064
"Foxwarren, MB, Canada","Foxwarren, MB, Canada",Canada,2,50.5182852,-101.147994
"Franklin, MA, USA","Franklin, MA, USA",USA,2,42.5896205,-72.6110645
"Fribourg, Switzerland","Fribourg, Switzerland",Switzerland,2,46.6789116,7.1027113
"Frydek-Mistek, Czech Republic","Frydek-Mistek, Czech Republic",Czech Republic,2,49.685635,18.3483416
"Frydlant, Czech Republic","Frydlant, Czech Republic",Czech Republic,2,50.9216775,15.0794594
"Fuessen, Germany","Fuessen, Germany",Germany,2,47.567599800000004,10.6993217
"Gaspe, QC, Canada","Gaspe, QC, Canada",Canada,2,48.6146774,-66.0665726
"Geraldton, ON, Canada","Geraldton, ON, Canada",Canada,2,49.7188752,-86.9493168
"Gilbert Plains, MB, Canada","Gilbert Plains, MB, Canada",Canada,2,51.1439239,-100.4847581
"Glendon, AB, Canada","Glendon, AB, Canada",Canada,2,54.251111,-111.151389
"Glenview, IL, USA","Glenview, IL, USA",USA,2,42.0700662,-87.8114044
"Gloucester, ON, Canada","Gloucester, ON, Canada",Canada,2,45.3583853,-75.5707311
"Gorky, Russia","Gorky, Russia",Russia,2,56.3264816,44.0051395
"Gottwaldov, Czech Republic","Gottwaldov, Czech Republic",Czech Republic,2,49.226766,17.6667415
"Grand Ledge, MI, USA","Grand Ledge, MI, USA",USA,2,42.7524401,-84.7463572
"Grande Cache, AB, Canada","Grande Cache, AB, Canada",Canada,2,53.8888135,-119.1185658
"Gresham, OR, USA","Gresham, OR, USA",USA,2,45.4978623,-122.4329883
"Ham Lake, MN, USA","Ham Lake, MN, USA",USA,2,45.2502429,-93.2499508
"Hanna, AB, Canada","Hanna, AB, Canada",Canada,2,51.6445566,-111.927479
"Harnosand, Sweden","Harnosand, Sweden",Sweden,2,62.6323084,17.9379914
"Hartney, MB, Canada","Hartney, MB, Canada",Canada,2,49.4815988,-100.5231198
"Hastings, MN, USA","Hastings, MN, USA",USA,2,44.7426933,-92.8518697
"Hearst, ON, Canada","Hearst, ON, Canada",Canada,2,49.690732,-83.666382
"Hermantown, MN, USA","Hermantown, MN, USA",USA,2,46.8068852,-92.2382464
"High Prairie, AB, Canada","High Prairie, AB, Canada",Canada,2,55.4325044,-116.4836198
"Hodonin, Czech Republic","Hodonin, Czech Republic",Czech Republic,2,48.8563914,17.1234655
"Holland Landing, ON, Canada","Holland Landing, ON, Canada",Canada,2,44.1015097,-79.4914772
"Holland, MI, USA","Holland, MI, USA",USA,2,42.7876022,-86.1090828
"Holliston, MA, USA","Holliston, MA, USA",USA,2,42.2000966,-71.4245049
"Holyoke, MA, USA","Holyoke, MA, USA",USA,2,42.2071184,-72.6075851
"Hopkins, MN, USA","Hopkins, MN, USA",USA,2,44.9243986,-93.4114487
"Houghton, MI, USA","Houghton, MI, USA",USA,2,46.8591287,-88.7774734
"Houston, TX, USA","Houston, TX, USA",USA,2,29.7589382,-95.3676974
"Howell, MI, USA","Howell, MI, USA",USA,2,42.6072552,-83.9293952
"Hudson, WI, USA","Hudson, WI, USA",USA,2,44.9750953,-92.7554671
"Hull, MA, USA","Hull, MA, USA",USA,2,42.3020436,-70.9078243
"Huntsville, AL, USA","Huntsville, AL, USA",USA,2,34.729847,-86.5859011
"Hyannis, MA, USA","Hyannis, MA, USA",USA,2,41.6535345,-70.2823287
"Hyvinkaa, Finland","Hyvinkaa, Finland",Finland,2,60.6311481,24.8603615
"Ile-Bizard, QC, Canada","Ile-Bizard, QC, Canada",Canada,2,45.4944158,-73.8948882
"Imatra, Finland","Imatra, Finland",Finland,2,61.1959258,28.7766593
"Innisfail, AB, Canada","Innisfail, AB, Canada",Canada,2,52.0274651,-113.9502354
"Izhevsk, Russia","Izhevsk, Russia",Russia,2,56.8529729,53.2103071
"Jarfalla, Sweden","Jarfalla, Sweden",Sweden,2,59.4204736,17.8285472
"Johannesburg, South Africa","Johannesburg, South Africa",South Africa,2,-26.205,28.049722
"Kalamazoo, MI, USA","Kalamazoo, MI, USA",USA,2,42.291707,-85.5872286
"Karlovy Vary, Czech Republic","Karlovy Vary, Czech Republic",Czech Republic,2,50.2306216,12.8701437
"Karlskoga, Sweden","Karlskoga, Sweden",Sweden,2,59.3291667,14.5176911
"Kaufbeuren, Germany","Kaufbeuren, Germany",Germany,2,47.8803788,10.622246
"Kempele, Finland","Kempele, Finland",Finland,2,64.91245,25.5108223
"Kenogami, QC, Canada","Kenogami, QC, Canada",Canada,2,48.4257336,-71.2390958
"Kerrobert, SK, Canada","Kerrobert, SK, Canada",Canada,2,51.9158875,-109.1365445
"Kezmarok, Slovakia","Kezmarok, Slovakia",Slovakia,2,49.1362088,20.4308701
"Kharkov, Ukraine","Kharkov, Ukraine",Ukraine,2,49.9923181,36.2310146
"Kiiminki, Finland","Kiiminki, Finland",Finland,2,65.1299324,25.7773028
"Kiruna, Sweden","Kiruna, Sweden",Sweden,2,67.8496111,20.30625
"Kitimat, BC, Canada","Kitimat, BC, Canada",Canada,2,54.0535577,-128.6540519
"Klagenfurt, Austria","Klagenfurt, Austria",Austria,2,46.623943,14.3075976
"Krasnoyarsk, Russia","Krasnoyarsk, Russia",Russia,2,56.0091173,92.872586
"Kristianstad, Sweden","Kristianstad, Sweden",Sweden,2,56.0293778,14.1566859
"Kungalv, Sweden","Kungalv, Sweden",Sweden,2,57.8707951,11.9799616
"Lac La Biche, AB, Canada","Lac La Biche, AB, Canada",Canada,2,55.2467859,-111.8354916
"Lac-Saint-Charles, QC, Canada","Lac-Saint-Charles, QC, Canada",Canada,2,46.908295,-71.376457
"Landis, SK, Canada","Landis, SK, Canada",Canada,2,52.2,-108.45
"Landshut, Germany","Landshut, Germany",Germany,2,48.536217,12.1516551
"Lang, SK, Canada","Lang, SK, Canada",Canada,2,49.9189149,-104.3715121
"Levack, ON, Canada","Levack, ON, Canada",Canada,2,46.6394749,-81.3902774
"Levis, QC, Canada","Levis, QC, Canada",Canada,2,46.8033114,-71.1778792
"Lidkoping, Sweden","Lidkoping, Sweden",Sweden,2,58.5037196,13.1576427
"Lipetsk, Russia","Lipetsk, Russia",Russia,2,52.6935178,39.1122664
"Lucky Lake, SK, Canada","Lucky Lake, SK, Canada",Canada,2,50.9850216,-107.1373209
"Ludvika, Sweden","Ludvika, Sweden",Sweden,2,60.2,14.833333
"Lycksele, Sweden","Lycksele, Sweden",Sweden,2,64.6,18.166667
"Lynden, ON, Canada","Lynden, ON, Canada",Canada,2,43.2364003,-80.1468329
"Maniwaki, QC, Canada","Maniwaki, QC, Canada",Canada,2,46.3778839,-75.9807967
"Mannheim, Germany","Mannheim, Germany",Germany,2,49.4892913,8.4673098
"Maple Ridge, BC, Canada","Maple Ridge, BC, Canada",Canada,2,49.2197345,-122.599707
"Maple, ON, Canada","Maple, ON, Canada",Canada,2,43.8594952,-79.5068973
"Marshfield, MA, USA","Marshfield, MA, USA",USA,2,42.091769,-70.7055941
"Massapequa, NY, USA","Massapequa, NY, USA",USA,2,40.669501,-73.4698253
"Massena, NY, USA","Massena, NY, USA",USA,2,44.9300823,-74.8922422
"Michalovce, Slovakia","Michalovce, Slovakia",Slovakia,2,48.7514383,21.9211949
"Middletown, NJ, USA","Middletown, NJ, USA",USA,2,40.3898188,-74.1162152
"Milford, CT, USA","Milford, CT, USA",USA,2,41.2222218,-73.0570603
"Milton, MA, USA","Milton, MA, USA",USA,2,42.2501425,-71.065573
"Minnedosa, MB, Canada","Minnedosa, MB, Canada",Canada,2,50.249865,-99.8385233
"Minot, ND, USA","Minot, ND, USA",USA,2,48.23251,-101.296273
"Mission, BC, Canada","Mission, BC, Canada",Canada,2,49.1589351,-122.283583
"Mitchell, ON, Canada","Mitchell, ON, Canada",Canada,2,43.467942,-81.197899
"Mogilev, Belarus","Mogilev, Belarus",Belarus,2,53.9090245,30.3429838
"Morinville, AB, Canada","Morinville, AB, Canada",Canada,2,53.8009283,-113.6506625
"Morrisburg, ON, Canada","Morrisburg, ON, Canada",Canada,2,44.8977043,-75.1829545
"Motherwell, Scotland","Motherwell, Scotland",Scotland,2,55.7893512,-3.9904173
"Nanton, AB, Canada","Nanton, AB, Canada",Canada,2,50.3481989,-113.770256
"Nashua, NH, USA","Nashua, NH, USA",USA,2,42.7656251,-71.4677032
"Needham, MA, USA","Needham, MA, USA",USA,2,42.2802645,-71.2360624
"Neudorf, SK, Canada","Neudorf, SK, Canada",Canada,2,50.7136022,-103.0120907
"New Bedford, MA, USA","New Bedford, MA, USA",USA,2,41.6362152,-70.934205
"New Hamburg, ON, Canada","New Hamburg, ON, Canada",Canada,2,43.3784216,-80.7097716
"New Waterford, NS, Canada","New Waterford, NS, Canada",Canada,2,46.2483846,-60.0873491
"Newcastle, NB, Canada","Newcastle, NB, Canada",Canada,2,47.0007875,-65.5741695
"Newport Beach, CA, USA","Newport Beach, CA, USA",USA,2,33.6170092,-117.9294401
"Niagara Falls, NY, USA","Niagara Falls, NY, USA",USA,2,43.084841,-79.0701786
"Nipawin, SK, Canada","Nipawin, SK, Canada",Canada,2,53.3627879,-104.017425
"Nobleton, ON, Canada","Nobleton, ON, Canada",Canada,2,43.9022127,-79.652722
"Norquay, SK, Canada","Norquay, SK, Canada",Canada,2,51.8842262,-102.0907464
"North Andover, MA, USA","North Andover, MA, USA",USA,2,42.7029687,-71.1309117
"North Easton, MA, USA","North Easton, MA, USA",USA,2,42.0667665,-71.1036592
"Norwood, MA, USA","Norwood, MA, USA",USA,2,42.194543,-71.1994976
"Novy Jicin, Czech Republic","Novy Jicin, Czech Republic",Czech Republic,2,49.594881,18.0102584
"Nykoping, Sweden","Nykoping, Sweden",Sweden,2,58.7545409,17.0120656
"Oakbank, MB, Canada","Oakbank, MB, Canada",Canada,2,49.9373014,-96.8416613
"Olten, Switzerland","Olten, Switzerland",Switzerland,2,47.3496571,7.903787
"Osoyoos, BC, Canada","Osoyoos, BC, Canada",Canada,2,49.033333,-119.466667
"Oxford, MI, USA","Oxford, MI, USA",USA,2,42.8247524,-83.2646624
"Palmerston, ON, Canada","Palmerston, ON, Canada",Canada,2,43.8341108,-80.8495763
"Pembroke Pines, FL, USA","Pembroke Pines, FL, USA",USA,2,26.0061943,-80.2872086
"Piestany, Slovakia","Piestany, Slovakia",Slovakia,2,48.5895247,17.8213848
"Pilot Mound, MB, Canada","Pilot Mound, MB, Canada",Canada,2,49.2,-98.9
"Plantation, FL, USA","Plantation, FL, USA",USA,2,26.1275862,-80.2331036
"Plymouth, MN, USA","Plymouth, MN, USA",USA,2,45.0065149,-93.46651
"Point Anne, ON, Canada","Point Anne, ON, Canada",Canada,2,44.160745,-77.2888881
"Pontiac, MI, USA","Pontiac, MI, USA",USA,2,42.6389216,-83.2910468
"Port Chester, NY, USA","Port Chester, NY, USA",USA,2,41.0017643,-73.6656834
"Port Credit, ON, Canada","Port Credit, ON, Canada",Canada,2,43.5560546,-79.5870828
"Port Jefferson, NY, USA","Port Jefferson, NY, USA",USA,2,40.9465118,-73.0691257
"Port Perry, ON, Canada","Port Perry, ON, Canada",Canada,2,44.1054151,-78.9425076
"Potlatch, ID, USA","Potlatch, ID, USA",USA,2,46.9214798,-116.896971
"Pribram, Czech Republic","Pribram, Czech Republic",Czech Republic,2,49.6901444,14.0103663
"Prior Lake, MN, USA","Prior Lake, MN, USA",USA,2,44.7133271,-93.4226873
"Quincy, MA, USA","Quincy, MA, USA",USA,2,42.2509914,-71.0037374
"Rakovnik, Czech Republic","Rakovnik, Czech Republic",Czech Republic,2,50.1041136,13.7310462
"Red Lake, ON, Canada","Red Lake, ON, Canada",Canada,2,51.018938,-93.827362
"Revelstoke, BC, Canada","Revelstoke, BC, Canada",Canada,2,50.998045,-118.1956709
"Rhinelander, WI, USA","Rhinelander, WI, USA",USA,2,45.636623,-89.412075
"Richfield, MN, USA","Richfield, MN, USA",USA,2,44.8766431,-93.2877877
"Richmond, VA, USA","Richmond, VA, USA",USA,2,37.5385087,-77.43428
"Rochester Hills, MI, USA","Rochester Hills, MI, USA",USA,2,42.6583661,-83.1499322
"Rodovre, Denmark","Rodovre, Denmark",Denmark,2,55.6812495,12.4547294
"Rome, NY, USA","Rome, NY, USA",USA,2,43.2102196,-75.4583956
"Russell, MB, Canada","Russell, MB, Canada",Canada,2,50.7804542,-101.2878789
"Ryazan, Russia","Ryazan, Russia",Russia,2,54.6702523,39.6884462
"Saint-Charles, QC, Canada","Saint-Charles, QC, Canada",Canada,2,46.34614,-72.538355
"Saint-Jean, QC, Canada","Saint-Jean, QC, Canada",Canada,2,45.2129063,-73.2194252
"Saint-Lambert, QC, Canada","Saint-Lambert, QC, Canada",Canada,2,45.5016203,-73.5102981
"Sainte-Adele, QC, Canada","Sainte-Adele, QC, Canada",Canada,2,45.951895,-74.1359579
"Sainte-Agathe, QC, Canada","Sainte-Agathe, QC, Canada",Canada,2,46.383068,-71.4095133
"Sainte-Genevieve, QC, Canada","Sainte-Genevieve, QC, Canada",Canada,2,45.4804749,-73.8701544
"San Bernardino, CA, USA","San Bernardino, CA, USA",USA,2,34.8253019,-116.0833144
"San Jose, CA, USA","San Jose, CA, USA",USA,2,37.3361663,-121.890591
"Sarpsborg, Norway","Sarpsborg, Norway",Norway,2,59.254955,11.2297811
"Saugus, MA, USA","Saugus, MA, USA",USA,2,42.4648183,-71.010051
"Sauk Rapids, MN, USA","Sauk Rapids, MN, USA",USA,2,45.5913275,-94.1673802
"Schenectady, NY, USA","Schenectady, NY, USA",USA,2,42.8142432,-73.9395687
"Scituate, MA, USA","Scituate, MA, USA",USA,2,42.1924492,-70.7261966
"Seoul, South Korea","Seoul, South Korea",South Korea,2,37.5666791,126.9782914
"Shaker Heights, OH, USA","Shaker Heights, OH, USA",USA,2,41.4739419,-81.5370671
"Shelby Township, MI, USA","Shelby Township, MI, USA",USA,2,43.5974492,-86.3379509
"Slany, Czech Republic","Slany, Czech Republic",Czech Republic,2,50.2306933,14.0868501
"Slave Lake, AB, Canada","Slave Lake, AB, Canada",Canada,2,55.2810741,-114.7717876
"Solna, Sweden","Solna, Sweden",Sweden,2,59.366667,18.016667
"South Boston, MA, USA","South Boston, MA, USA",USA,2,42.3334312,-71.0494949
"South Windsor, CT, USA","South Windsor, CT, USA",USA,2,41.8352395,-72.5562712
"St. George, ON, Canada","St. George, ON, Canada",Canada,2,43.6684387,-79.398844
"St. James, MB, Canada","St. James, MB, Canada",Canada,2,49.8995899,-97.2576253
"Staffordshire, England","Staffordshire, England",England,2,52.8246942,-2.0074547
"Stittsville, ON, Canada","Stittsville, ON, Canada",Canada,2,45.2584759,-75.9206345
"Stoneham, MA, USA","Stoneham, MA, USA",USA,2,42.4802635,-71.0993581
"Stony Mountain, MB, Canada","Stony Mountain, MB, Canada",Canada,2,50.0877777,-97.2192172
"Stony Plain, AB, Canada","Stony Plain, AB, Canada",Canada,2,53.5289862,-114.004873
"Strakonice, Czech Republic","Strakonice, Czech Republic",Czech Republic,2,49.261277,13.9025043
"Strathclair, MB, Canada","Strathclair, MB, Canada",Canada,2,50.4044635,-100.3955365
"Sumperk, Czech Republic","Sumperk, Czech Republic",Czech Republic,2,49.9655521,16.9705651
"Sussex, NB, Canada","Sussex, NB, Canada",Canada,2,45.7234763,-65.5104239
"Sutherland, SK, Canada","Sutherland, SK, Canada",Canada,2,52.1394758,-106.6054057
"Syosset, NY, USA","Syosset, NY, USA",USA,2,40.814858,-73.5017966
"Taber, AB, Canada","Taber, AB, Canada",Canada,2,49.8895343,-112.0488074
"Tabor, Czech Republic","Tabor, Czech Republic",Czech Republic,2,49.4141533,14.6587234
"Tecumseh, ON, Canada","Tecumseh, ON, Canada",Canada,2,42.3117951,-82.8861974
"Tokyo, Japan","Tokyo, Japan",Japan,2,35.6768601,139.7638947
"Torrance, CA, USA","Torrance, CA, USA",USA,2,33.8371392,-118.3413606
"Tranas, Sweden","Tranas, Sweden",Sweden,2,58.0341073,14.9756413
"Traverse City, MI, USA","Traverse City, MI, USA",USA,2,44.7606481,-85.6165976
"Trumbull, CT, USA","Trumbull, CT, USA",USA,2,41.2428742,-73.2006687
"Tyumen, Russia","Tyumen, Russia",Russia,2,57.153534,65.542274
"Uherske Hradiste, Czech Republic","Uherske Hradiste, Czech Republic",Czech Republic,2,49.0681018,17.4663899
"Upplands Vasby, Sweden","Upplands Vasby, Sweden",Sweden,2,59.516667,17.916667
"Uxbridge, ON, Canada","Uxbridge, ON, Canada",Canada,2,44.1088502,-79.1226768
"Vaasa, Finland","Vaasa, Finland",Finland,2,63.0957722,21.6159187
"Val Marie, SK, Canada","Val Marie, SK, Canada",Canada,2,49.243966,-107.7287953
"Valkeakoski, Finland","Valkeakoski, Finland",Finland,2,61.2655907,24.0304573
"Varkaus, Finland","Varkaus, Finland",Finland,2,62.3151698,27.8748346
"Vegreville, AB, Canada","Vegreville, AB, Canada",Canada,2,53.5,-112.05
"Vetlanda, Sweden","Vetlanda, Sweden",Sweden,2,57.365574,15.1677901
"Villach, Austria","Villach, Austria",Austria,2,46.6167284,13.8500268
"Vitebsk, Belarus","Vitebsk, Belarus",Belarus,2,55.1930197,30.2070437
"Vlasim, Czech Republic","Vlasim, Czech Republic",Czech Republic,2,49.7065863,14.8986883
"Vyskov, Czech Republic","Vyskov, Czech Republic",Czech Republic,2,49.2778194,16.9994446
"Wapella, SK, Canada","Wapella, SK, Canada",Canada,2,50.2628345,-101.9717067
"Washington, DC, USA","Washington, DC, USA",USA,2,38.8950982,-77.0363849
"Washington, MI, USA","Washington, MI, USA",USA,2,42.3021687,-83.257153
"Waterford, MI, USA","Waterford, MI, USA",USA,2,42.7022527,-83.402718
"Waterville, ME, USA","Waterville, ME, USA",USA,2,44.5505773,-69.6303174
"Wawa, ON, Canada","Wawa, ON, Canada",Canada,2,47.9929283,-84.7740199
"Wayzata, MN, USA","Wayzata, MN, USA",USA,2,44.970759,-93.511947
"Wellesley, MA, USA","Wellesley, MA, USA",USA,2,42.2964859,-71.2925571
"West Bloomfield, MI, USA","West Bloomfield, MI, USA",USA,2,42.5684073,-83.3740333
"West Islip, NY, USA","West Islip, NY, USA",USA,2,40.7064515,-73.2987663
"West Seneca, NY, USA","West Seneca, NY, USA",USA,2,42.8395833,-78.7541466
"Westland, MI, USA","Westland, MI, USA",USA,2,42.3238056,-83.4005321
"Whitehorse, YT, Canada","Whitehorse, YT, Canada",Canada,2,60.721571,-135.054932
"Whittier, CA, USA","Whittier, CA, USA",USA,2,33.9749136,-118.0338664
"Windsor, QC, Canada","Windsor, QC, Canada",Canada,2,45.5697799,-72.0034954
"Winnetka, IL, USA","Winnetka, IL, USA",USA,2,42.1080703,-87.7365286
"Woodstock, ON, Canada","Woodstock, ON, Canada",Canada,2,43.1301111,-80.7562977
"Woonsocket, RI, USA","Woonsocket, RI, USA",USA,2,42.0028761,-71.5147839
"Wyandotte, MI, USA","Wyandotte, MI, USA",USA,2,42.200409,-83.1506436
"Yellow Grass, SK, Canada","Yellow Grass, SK, Canada",Canada,2,49.8061795,-104.160128
"York, ON, Canada","York, ON, Canada",Canada,2,44.0007518,-79.4372217
"Zilina, Slovakia","Zilina, Slovakia",Slovakia,2,49.2234674,18.7393139
"Zug, Switzerland","Zug, Switzerland",Switzerland,2,47.1486137,8.5539378
"Aanekoski, Finland","Aanekoski, Finland",Finland,1,62.6032186,25.7301361
"Aberdeen, WA, USA","Aberdeen, WA, USA",USA,1,46.975371,-123.815722
"Abington, MA, USA","Abington, MA, USA",USA,1,42.1048228,-70.9453218
"Acton Vale, QC, Canada","Acton Vale, QC, Canada",Canada,1,45.6471564,-72.5654107
