Birthplace_original,Birthplace,Country,NbJoueurs,latitude,longitude
"East Palestine, OH, USA","East Palestine, OH, USA",USA,1,40.8339509,-80.5403469
"East Vancouver, BC, Canada","East Vancouver, BC, Canada",Canada,1,49.279437,-123.0666665
"East Weymouth, MA, USA","East Weymouth, MA, USA",USA,1,42.2157579,-70.9251565
"East York, ON, Canada","East York, ON, Canada",Canada,1,43.699971,-79.3325198
"Eastview, ON, Canada","Eastview, ON, Canada",Canada,1,44.2576048,-76.3917684
"Eden, NY, USA","Eden, NY, USA",USA,1,42.6523734,-78.8954064
"Edina, USA","Edina, USA",USA,1,44.8897027,-93.3501222
"Edinburgh, United Kingdom","Edinburgh, United Kingdom",United Kingdom,1,55.9533456,-3.1883749
"Edington, SK, Canada","Edington, SK, Canada",Canada,1,NA,NA
"Edison, NJ, USA","Edison, NJ, USA",USA,1,40.5005351,-74.3983939
"Edmond, OK, USA","Edmond, OK, USA",USA,1,35.6571367,-97.4649038
"Egerkingen, Switzerland","Egerkingen, Switzerland",Switzerland,1,47.3225009,7.7947889
"Eisenstadt, Austria","Eisenstadt, Austria",Austria,1,47.8454821,16.5249288
"Elcor, MN, USA","Elcor, MN, USA",USA,1,47.505204,-92.4410154
"Elgin Mills, ON, Canada","Elgin Mills, ON, Canada",Canada,1,43.8959609,-79.4429693
"Elgin, ON, Canada","Elgin, ON, Canada",Canada,1,42.7269522,-81.3660384
"Elk Grove, IL, USA","Elk Grove, IL, USA",USA,1,42.0035588,-88.0037711
"Elkhorn, MB, Canada","Elkhorn, MB, Canada",Canada,1,49.9753411,-101.2365875
"Ellensburg, WA, USA","Ellensburg, WA, USA",USA,1,46.9970635,-120.545122
"Ellerslie, PE, Canada","Ellerslie, PE, Canada",Canada,1,46.6029873,-63.9561601
"Ellwood City, PA, USA","Ellwood City, PA, USA",USA,1,40.858579,-80.2895502
"Elmhurst, IL, USA","Elmhurst, IL, USA",USA,1,41.8994745,-87.9403418
"Emstedetten, Germany","Emsdetten, Germany",Germany,1,NA,NA
"Englewood, OH, USA","Englewood, OH, USA",USA,1,39.8775553,-84.3021673
"Enkoping, Sweden","Enkoping, Sweden",Sweden,1,59.6356115,17.077856
"Ennismore, ON, Canada","Ennismore, ON, Canada",Canada,1,44.4099602,-78.4317746
"Enterprise, AL, USA","Enterprise, AL, USA",USA,1,31.3151708,-85.8552161
"Erding, Germany","Erding, Germany",Germany,1,48.3064441,11.9076579
"Erie, CO, USA","Erie, CO, USA",USA,1,40.0502623,-105.049981
"Erie, PA, USA","Erie, PA, USA",USA,1,42.1294712,-80.0852695
"Eriksdale, MB, Canada","Eriksdale, MB, Canada",Canada,1,50.866667,-98.1
"Esbjerg, Denmark","Esbjerg, Denmark",Denmark,1,55.4664892,8.4520751
"Eskilstuna, Sweden","Eskilstuna, Sweden",Sweden,1,59.3717379,16.5051474
"Esko, MN, USA","Esko, MN, USA",USA,1,46.7072985,-92.3631618
"Essex, MA, USA","Essex, MA, USA",USA,1,42.6326501,-70.7803543
"Everett, WA, USA","Everett, WA, USA",USA,1,47.9793437,-122.2127011
"Excelsior, MN, USA","Excelsior, MN, USA",USA,1,44.9032963,-93.5663455
"Exeter, ON, Canada","Exeter, ON, Canada",Canada,1,43.3449871,-81.4801081
"Fagersta, Sweden","Fagersta, Sweden",Sweden,1,59.966667,15.833333
"Falconbridge, ON, Canada","Falconbridge, ON, Canada",Canada,1,46.5765483,-80.8102233
"Falkirk, Scotland","Falkirk, Scotland",Scotland,1,55.9991959,-3.784376
"Fall River, MA, USA","Fall River, MA, USA",USA,1,41.7010642,-71.1546367
"Falmouth, MA, USA","Falmouth, MA, USA",USA,1,41.5514979,-70.6147519
"Farevejle, Denmark","Farevejle, Denmark",Denmark,1,54.9169504,10.7066501
"Fargelanda, Sweden","Fargelanda, Sweden",Sweden,1,58.583333,12
"Faribault, MN, USA","Faribault, MN, USA",USA,1,43.6647961,-93.9510501
"Farmingville, NY, USA","Farmingville, NY, USA",USA,1,40.8406525,-73.0349423
"Farran's Point, ON, Canada","Farran's Point, ON, Canada",Canada,1,44.978714,-75.0004199
"Federtalve, Sweden","Fjardhundra, Sweden",Sweden,1,NA,NA
"Felben Wellhausen, Switzerland","Felben Wellhausen, Switzerland",Switzerland,1,47.575645,8.939863
"Feldkirch, Austria","Feldkirch, Austria",Austria,1,47.2523923,9.5917573
"Fenton, MI, USA","Fenton, MI, USA",USA,1,42.7978061,-83.7049498
"Fenton, MO, USA","Fenton, MO, USA",USA,1,38.5131989,-90.4400578
"Ferris, ON, Canada","Ferris, ON, Canada",Canada,1,46.1839063,-79.2774755
"Fielding, SK, Canada","Fielding, SK, Canada",Canada,1,52.5175183,-107.5422444
"Filipstad, Sweden","Filipstad, Sweden",Sweden,1,59.7,14.183333
"Fillmore, SK, Canada","Fillmore, SK, Canada",Canada,1,49.883333,-103.433333
"Fitchburg, MA, USA","Fitchburg, MA, USA",USA,1,42.5838984,-71.8038268
"Fleming, SK, Canada","Fleming, SK, Canada",Canada,1,50.0739017,-101.5115585
"Flesherton, ON, Canada","Flesherton, ON, Canada",Canada,1,44.2610602,-80.5457496
"Floral, SK, Canada","Floral, SK, Canada",Canada,1,52.0564557,-106.4585851
"Florence, SC, USA","Florence, SC, USA",USA,1,34.1984435,-79.7671658
"Flower Mound, TX, USA","Flower Mound, TX, USA",USA,1,33.0283854,-97.0867203
"Flushing, MI, USA","Flushing, MI, USA",USA,1,43.0630834,-83.8510732
"Forest Park, IL, USA","Forest Park, IL, USA",USA,1,41.8794989,-87.8136997
"Forest, ON, Canada","Forest, ON, Canada",Canada,1,43.1007795,-82.0003357
"Forestburg, AB, Canada","Forestburg, AB, Canada",Canada,1,52.583333,-112.0664866
"Forks of Credit, ON, Canada","Forks of Credit, ON, Canada",Canada,1,43.8154314,-80.0127352
"Fors, Sweden","Fors, Sweden",Sweden,1,60.2078658,16.3071709
"Forssa, Finland","Forssa, Finland",Finland,1,60.8145114,23.6240911
"Fort Lauderdale, FL, USA","Fort Lauderdale, FL, USA",USA,1,26.1223084,-80.1433786
"Fort Myers, FL, USA","Fort Myers, FL, USA",USA,1,26.640628,-81.8723084
"Fox Valley, SK, Canada","Fox Valley, SK, Canada",Canada,1,50.466667,-109.483333
"Franklin Square, NY, USA","Franklin Square, NY, USA",USA,1,40.700236,-73.676448
"Fraser, MI, USA","Fraser, MI, USA",USA,1,42.539202,-82.9493652
"Frederikshavn, Denmark","Frederikshavn, Denmark",Denmark,1,57.4412134,10.5336225
"Freeport, Bahamas","Freeport, Bahamas",Bahamas,1,26.535681,-78.6953623
"Freiburg, Germany","Freiburg, Germany",Germany,1,47.9960901,7.8494005
"Frenchman Butte, SK, Canada","Frenchman Butte, SK, Canada",Canada,1,53.5962735,-109.5710366
"Frobisher, SK, Canada","Frobisher, SK, Canada",Canada,1,49.2083214,-102.4277764
"Frolunda, Sweden","Frolunda, Sweden",Sweden,1,59.4464184,17.6915021
"Ft. McMurray, AB, Canada","Ft. McMurray, AB, Canada",Canada,1,56.7291997,-111.3885221
"Fuller Lake, BC, Canada","Fuller Lake, BC, Canada",Canada,1,48.90826,-123.7209189
"Fullerton, CA, USA","Fullerton, CA, USA",USA,1,33.8708215,-117.929416
"Fulton, NY, USA","Fulton, NY, USA",USA,1,43.1061507,-74.4461771
"Gainsborough, SK, Canada","Gainsborough, SK, Canada",Canada,1,49.1775531,-101.4499529
"Garden River, ON, Canada","Garden River, ON, Canada",Canada,1,46.7427496,-83.5428254
"Gardena, CA, USA","Gardena, CA, USA",USA,1,33.8815601,-118.2935879
"Garnant, Wales","Garnant, Wales",Wales,1,51.8000888,-3.9043208
"Gary, IN, USA","Gary, IN, USA",USA,1,41.6045061,-87.3373495
"Gastello, Russia","Gastello, Russia",Russia,1,49.1014299,142.9424256
"Geneva, IL, USA","Geneva, IL, USA",USA,1,41.8875281,-88.3053525
"Gentofte, Denmark","Gentofte, Denmark",Denmark,1,55.7535946,12.541436
"Gilbert, AZ, USA","Gilbert, AZ, USA",USA,1,33.3527632,-111.789037
"Gilroy, CA, USA","Gilroy, CA, USA",USA,1,37.0065078,-121.5631723
"Glen Mills, PA, USA","Glen Mills, PA, USA",USA,1,39.919698,-75.4904323
"Glenboro, MB, Canada","Glenboro, MB, Canada",Canada,1,49.5577313,-99.2877494
"Glencoe, IL, USA","Glencoe, IL, USA",USA,1,42.1350268,-87.7581188
"Glens Falls, NY, USA","Glens Falls, NY, USA",USA,1,43.309941,-73.644447
"Golden Valley, MN, USA","Golden Valley, MN, USA",USA,1,44.9861176,-93.3784618
"Golitsino, Russia","Golitsino, Russia",Russia,1,55.6149602,36.9887625
"Goodsoil, SK, Canada","Goodsoil, SK, Canada",Canada,1,54.399722,-109.226111
"Gore Bay, ON, Canada","Gore Bay, ON, Canada",Canada,1,45.9167876,-82.4640868
"Gotenborg, Sweden","Gothenburg, Sweden",Sweden,1,NA,NA
"Grafton, ND, USA","Grafton, ND, USA",USA,1,48.4122108,-97.410634
"Grand Falls, NB, Canada","Grand Falls, NB, Canada",Canada,1,47.047563,-67.7407527
"Grand Forks, BC, Canada","Grand Forks, BC, Canada",Canada,1,49.0312269,-118.4392039
"Grand Haven, MI, USA","Grand Haven, MI, USA",USA,1,43.0630734,-86.2283864
"Grand-Baie, QC, Canada","Grand-Baie, QC, Canada",Canada,1,50.2230564,-60.6882777
"Gravelbourg, SK, Canada","Gravelbourg, SK, Canada",Canada,1,49.8751033,-106.5557573
"Gravenhurst, ON, Canada","Gravenhurst, ON, Canada",Canada,1,44.91741,-79.373131
"Green Bay, WI, USA","Green Bay, WI, USA",USA,1,44.5126379,-88.0125794
"Greenlawn, NY, USA","Greenlawn, NY, USA",USA,1,40.8608685,-73.3633136
"Grenfel, SK, Canada","Grenfell, SK, Canada",Canada,1,NA,NA
"Grenfell, SK, Canada","Grenfell, SK, Canada",Canada,1,50.411344,-102.9300253
"Gretna, AB, Canada","Gretna, AB, Canada",Canada,1,53.6156539,-113.6255015
"Grosse Isle, MB, Canada","Grosse Isle, MB, Canada",Canada,1,50.0634652,-97.4420227
"Grosse Pointe Woods, MI, USA","Grosse Pointe Woods, MI, USA",USA,1,42.4435616,-82.9069508
"Grostenquin, France","Grostenquin, France",France,1,48.98003,6.7396767
"Grums, Sweden","Grums, Sweden",Sweden,1,59.45,13.083333
"Guildford, England","Guildford, England",England,1,51.2356068,-0.5732063
"Gull Lake, SK, Canada","Gull Lake, SK, Canada",Canada,1,50.0958306,-108.4829951
"Gurnee, IL, USA","Gurnee, IL, USA",USA,1,42.3702996,-87.9020186
"Guysborough, NS, Canada","Guysborough, NS, Canada",Canada,1,45.3922534,-61.4997896
"Haapavesi, Finland","Haapavesi, Finland",Finland,1,64.1378737,25.3658176
"Hackensack, NJ, USA","Hackensack, NJ, USA",USA,1,40.8870781,-74.0410667
"Hafford, SK, Canada","Hafford, SK, Canada",Canada,1,52.7256225,-107.3521335
"Hagerstown, MD, USA","Hagerstown, MD, USA",USA,1,39.6430455,-77.7191081
"Hagersville, ON, Canada","Hagersville, ON, Canada",Canada,1,42.961976,-80.0517133
"Halkirk, AB, Canada","Halkirk, AB, Canada",Canada,1,52.2832118,-112.1537728
"Halmstad, Sweden","Halmstad, Sweden",Sweden,1,56.6739826,12.8574827
"Hamar, Norway","Hamar, Norway",Norway,1,61.0014937,11.1647964
"Hamden, CT, USA","Hamden, CT, USA",USA,1,41.383623299999996,-72.9020069
"Hamiton, ON, Canada","Hamilton, ON, Canada",Canada,1,NA,NA
"Hanford, CA, USA","Hanford, CA, USA",USA,1,36.3277959,-119.6461565
"Hanover, MA, USA","Hanover, MA, USA",USA,1,42.1131572,-70.8119859
"Hanson, MA, USA","Hanson, MA, USA",USA,1,42.0753081,-70.8800559
"Hardinville, AB, Canada","Hardieville, AB, Canada",Canada,1,NA,NA
"Harjavalta, Finland","Harjavalta, Finland",Finland,1,61.3125216,22.1357413
"Harris, SK, Canada","Harris, SK, Canada",Canada,1,51.7349299,-107.5835975
"Hartford, MI, USA","Hartford, MI, USA",USA,1,42.2067051,-86.1666876
"Hartland, MI, USA","Hartland, MI, USA",USA,1,42.656697,-83.7530022
"Hassleholm, Sweden","Hassleholm, Sweden",Sweden,1,56.157986,13.7653328
"Hattula, Finland","Hattula, Finland",Finland,1,61.0631229,24.3669975
"Hauho, Finland","Hauho, Finland",Finland,1,61.1751591,24.5649152
"Hauppauge, NY, USA","Hauppauge, NY, USA",USA,1,40.8237354,-73.2062289
"Hauterive, QC, Canada","Hauterive, QC, Canada",Canada,1,49.1929593,-68.2570763
"Haverhill, MA, USA","Haverhill, MA, USA",USA,1,42.7777829,-71.0767724
"Havertown, PA, USA","Havertown, PA, USA",USA,1,39.9809452,-75.3085201
"Havirov, Czech Republic","Havirov, Czech Republic",Czech Republic,1,49.7801136,18.4368451
"Havlicko Brod, Czech Republic","Havlickuv Brod, Czech Republic",Czech Republic,1,NA,NA
"Havlickuv, Czech Republic","Havlickuv, Czech Republic",Czech Republic,1,49.606942,15.5795748
"Havre St. Pierre, QC, Canada","Havre St. Pierre, QC, Canada",Canada,1,50.2463647,-63.6003951
"Hay River, NT, Canada","Hay River, NT, Canada",Canada,1,60.8155874,-115.7866099
"Heathcote, ON, Canada","Heathcote, ON, Canada",Canada,1,44.497098,-80.4914291
"Hebertville, QC, Canada","Hebertville, QC, Canada",Canada,1,48.3925109,-71.6787145
"Helsingin maalaiskunta, Finland","Vantaa, Finland",Finland,1,NA,NA
"Hemer, Germany","Hemer, Germany",Germany,1,51.3854116,7.7661798
"Herisau, Switzerland","Herisau, Switzerland",Switzerland,1,47.38555,9.2787571
"Hermosa Beach, CA, USA","Hermosa Beach, CA, USA",USA,1,33.8637822,-118.3992143
"Herndon, VA, USA","Herndon, VA, USA",USA,1,38.9695316,-77.3859479
"Hespeler, ON, Canada","Hespeler, ON, Canada",Canada,1,43.4314754,-80.3118603
"Highland Creek, ON, Canada","Highland Creek, ON, Canada",Canada,1,43.7901172,-79.1733344
"Hillsburgh, ON, Canada","Hillsburgh, ON, Canada",Canada,1,43.7904083,-80.1439887
"Hilton Head Island, SC, USA","Hilton Head Island, SC, USA",USA,1,32.1618488,-80.7512616
"Hinckley, MN, USA","Hinckley, MN, USA",USA,1,46.0113409,-92.9443707
"Hines Creek, AB, Canada","Hines Creek, AB, Canada",Canada,1,56.2479207,-118.5985033
"Hinsdale, IL, USA","Hinsdale, IL, USA",USA,1,41.8024604,-87.9299841
"Hinton, AB, Canada","Hinton, AB, Canada",Canada,1,53.3990512,-117.5886772
"Hjorring, Denmark","Hjorring, Denmark",Denmark,1,57.457183,9.9855998
"Hluboka, Czech Republic","Hluboka, Czech Republic",Czech Republic,1,49.8455813,16.0715447
"Hobbema, AB, Canada","Hobbema, AB, Canada",Canada,1,52.8345485,-113.450681
"Hohenems, Austria","Hohenems, Austria",Austria,1,47.3639973,9.689271
"Holland, MB, Canada","Holland, MB, Canada",Canada,1,49.5945066,-98.8809533
"Hollidaysburg, PA, USA","Hollidaysburg, PA, USA",USA,1,40.430774,-78.3900826
"Holt, MI, USA","Holt, MI, USA",USA,1,42.6414805,-84.5201719
"Holte, Denmark","Holte, Denmark",Denmark,1,55.8125143,12.4687513
"Honeoye Falls, NY, USA","Honeoye Falls, NY, USA",USA,1,42.9522855,-77.5902759
"Honkajoki, Finland","Honkajoki, Finland",Finland,1,61.993025,22.2637409
"Hope, BC, Canada","Hope, BC, Canada",Canada,1,49.3799779,-121.4415851
"Hopkinton, MA, USA","Hopkinton, MA, USA",USA,1,42.2288875,-71.5196439
"Hornepayne, ON, Canada","Hornepayne, ON, Canada",Canada,1,49.2184997,-84.7744143
"Horovice, Czech Republic","Horovice, Czech Republic",Czech Republic,1,49.8363239,13.902867
"Horsholm, Denmark","Horsholm, Denmark",Denmark,1,55.8832986,12.5000112
"Hradiste, Czech Republic","Hradiste, Czech Republic",Czech Republic,1,49.710467,13.3962918
"Huddinge, Sweden","Huddinge, Sweden",Sweden,1,59.216667,18
"Hudson, MA, USA","Hudson, MA, USA",USA,1,42.3913503,-71.5676895
"Hudson, OH, USA","Hudson, OH, USA",USA,1,41.240056,-81.440667
"Humber Summit, ON, Canada","Humber Summit, ON, Canada",Canada,1,43.7600778,-79.5717598
"Humppila, Finland","Humppila, Finland",Finland,1,60.933333,23.366667
"Huntington Woods, MI, USA","Huntington Woods, MI, USA",USA,1,42.4805913,-83.1668713
"Huntington, NY, USA","Huntington, NY, USA",USA,1,40.868154,-73.425676
"Ibstock, England","Ibstock, England",England,1,52.6883907,-1.3987871
"Ii, Finland","Ii, Finland",Finland,1,65.3218756,25.3716223
"Ilderton, ON, Canada","Ilderton, ON, Canada",Canada,1,43.0812001,-81.3751432
"Ile-Perrot, QC, Canada","Ile-Perrot, QC, Canada",Canada,1,45.3961336,-73.9651703
"Indian Head, SK, Canada","Indian Head, SK, Canada",Canada,1,50.5347719,-103.6667957
"Innisfil, ON, Canada","Innisfil, ON, Canada",Canada,1,44.3150892,-79.5461073
"Innsbruck, Austria","Innsbruck, Austria",Austria,1,47.2654296,11.3927685
"Instock, England","Instock, England",England,1,53.4355846,-2.1846945
"Inuvik, NT, Canada","Inuvik, NT, Canada",Canada,1,68.3602632,-133.720386
"Inverness, NS, Canada","Inverness, NS, Canada",Canada,1,46.2307181,-61.3056432
"Iroquois, ON, Canada","Iroquois, ON, Canada",Canada,1,44.8492835,-75.3151083
"Iserlohn, Germany","Iserlohn, Germany",Germany,1,51.3746778,7.6999713
"Island Park, NY, USA","Island Park, NY, USA",USA,1,40.6042705,-73.6554078
"Isle-Perrot, QC, Canada","L'Ile-Perrot, QC, Canada",Canada,1,NA,NA
"Ithaca, NY, USA","Ithaca, NY, USA",USA,1,42.4374175,-76.5483724
"Itzehoe, Germany","Itzehoe, Germany",Germany,1,53.919448,9.5172441
"Ivry-sur-Seine, France","Ivry-sur-Seine, France",France,1,48.8122302,2.3872525000000002
"Jablonec Nad Nisou, Czech Republic","Jablonec Nad Nisou, Czech Republic",Czech Republic,1,50.7240899,15.1710958
"Jackson, MI, USA","Jackson, MI, USA",USA,1,42.2416466,-84.425589
"Jacksonville, FL, USA","Jacksonville, FL, USA",USA,1,30.3262247,-81.6579179
"Jakobstad, Finland","Jakobstad, Finland",Finland,1,63.6744703,22.7055385
"Jamaica Plain, MA, USA","Jamaica Plain, MA, USA",USA,1,42.3116046,-71.1143838
"Jamsa, Finland","Jamsa, Finland",Finland,1,61.8637802,25.1897493
"Jansen, SK, Canada","Jansen, SK, Canada",Canada,1,51.7866985,-104.7152855
"Jarna, Sweden","Jarna, Sweden",Sweden,1,59.0913404,17.5651066
"Jefferson Hills, PA, USA","Jefferson Hills, PA, USA",USA,1,40.2911809,-79.9319942
"Jericho, NY, USA","Jericho, NY, USA",USA,1,40.78743,-73.5434608
"Jesenice, Slovenia","Jesenice, Slovenia",Slovenia,1,46.4459152,14.0663103
"Johnson City, NY, USA","Johnson City, NY, USA",USA,1,42.1157038,-75.9587873
"Johnston, RI, USA","Johnston, RI, USA",USA,1,41.8310404,-71.5412101
"Johnstone, Scotland","Johnstone, Scotland",Scotland,1,55.836517,-4.5122831
"Jonquiere, QC, Canada","Jonquiere, QC, Canada",Canada,1,48.405959,-71.069183
"Jonstorp, Sweden","Jonstorp, Sweden",Sweden,1,56.2283011,12.6748623
"Joroinen, Finland","Joroinen, Finland",Finland,1,62.179801,27.829107
"Jrinec, Czech Republic","Trinec, Czech Republic",Czech Republic,1,NA,NA
"Judique, NS, Canada","Judique, NS, Canada",Canada,1,45.876337,-61.4904937
"Jurmala, Latvia","Jurmala, Latvia",Latvia,1,56.9727164,23.7886979
"Kage, Sweden","Kage, Sweden",Sweden,1,64.8351736,20.9848115
"Kalajoki, Finland","Kalajoki, Finland",Finland,1,64.260017,23.950545
"Kalvola, Finland","Kalvola, Finland",Finland,1,61.1010387,24.1253301
"Kamenogorsk, Kazakhstan","Kamenogorsk, Kazakhstan",Kazakhstan,1,49.9484438,82.6274791
"Kansas City, MO, USA","Kansas City, MO, USA",USA,1,39.100105,-94.5781416
"Karaganda, Kazakhstan","Karaganda, Kazakhstan",Kazakhstan,1,49.1767322,74.1811272
"Karijoki, Finland","Karijoki, Finland",Finland,1,62.307535,21.7077697
"Karkkila, Finland","Karkkila, Finland",Finland,1,60.5354141,24.2125223
"Katrineholm, Sweden","Katrineholm, Sweden",Sweden,1,58.9959119,16.2062225
"Kaunas, Lithuania","Kaunas, Lithuania",Lithuania,1,54.8982139,23.9044817
"Kauniainen, Finland","Kauniainen, Finland",Finland,1,60.2111209,24.7293466
"Kemerovo, Russia","Kemerovo, Russia",Russia,1,55.3550907,86.0871213
"Kemi, Finland","Kemi, Finland",Finland,1,65.7333404,24.5666495
"Kemptville, ON, Canada","Kemptville, ON, Canada",Canada,1,45.0154164,-75.644567
"Kenmore, NY, USA","Kenmore, NY, USA",USA,1,42.961748,-78.870914
"Kentville, NS, Canada","Kentville, NS, Canada",Canada,1,45.0784875,-64.495212
"Kharkiv, Ukraine","Kharkiv, Ukraine",Ukraine,1,49.9923181,36.2310146
"Kharkov, Russia","Kharkov, Russia",Russia,1,54.5597561,85.3461711
"Kilsyth, Scotland","Kilsyth, Scotland",Scotland,1,55.9765389,-4.0559704
"Kimberly, BC, Canada","Kimberly, BC, Canada",Canada,1,49.0296357,-122.2939597
"Kincaid, SK, Canada","Kincaid, SK, Canada",Canada,1,49.6691769,-107.0063462
"Kingsford, MI, USA","Kingsford, MI, USA",USA,1,45.794956,-88.072071
"Kingston, Jamaica","Kingston, Jamaica",Jamaica,1,17.9712148,-76.7928128
"Kingsville, ON, Canada","Kingsville, ON, Canada",Canada,1,42.0378963,-82.7396606
"Kinistino, NS, Canada","Kinistino, NS, Canada",Canada,1,52.952775,-105.029297
"Kinistino, SK, Canada","Kinistino, SK, Canada",Canada,1,52.952775,-105.029297
"Kirkkonummi, Finland","Kirkkonummi, Finland",Finland,1,60.1217382,24.4406146
"Kirkland, QC, Canada","Kirkland, QC, Canada",Canada,1,45.4529194,-73.8647559
"Kirovograd, Ukraine","Kirovograd, Ukraine",Ukraine,1,48.5105805,32.2656283
"Kirtland Hills, OH, USA","Kirtland Hills, OH, USA",USA,1,41.623937,-81.307051
"Kista, Sweden","Kista, Sweden",Sweden,1,59.4031236,17.9424221
"Klatovy, Czech Republic","Klatovy, Czech Republic",Czech Republic,1,49.3951183,13.2935954
"Kleinburg, ON, Canada","Kleinburg, ON, Canada",Canada,1,43.844184,-79.628906
"Knowlton, QC, Canada","Knowlton, QC, Canada",Canada,1,45.2191522,-72.5084881
"Kolin, Czech Republic","Kolin, Czech Republic",Czech Republic,1,50.0288894,15.2011571
"Komsomolsk, Russia","Komsomolsk, Russia",Russia,1,57.027321,40.377602
"Koping, Sweden","Koping, Sweden",Sweden,1,59.5137434,15.9970475
"Koprivnice, Czech Republic","Koprivnice, Czech Republic",Czech Republic,1,49.598913,18.1452134
"Korkino, Russia","Korkino, Russia",Russia,1,54.889923,61.407963
"Kostroma, Russia","Kostroma, Russia",Russia,1,57.7679158,40.9269141
"Kotka, Finland","Kotka, Finland",Finland,1,60.4672673,26.9459462
"Kraft, Russia","Kraft, Russia",Russia,1,50.481136,45.470367
"Krasnogorsk, Russia","Krasnogorsk, Russia",Russia,1,55.8204707,37.3196942
"Krasnojarsk, Russia","Krasnojarsk, Russia",Russia,1,56.0091173,92.872586
"Krasnokamsk, Russia","Krasnokamsk, Russia",Russia,1,58.0833042,55.769989699999996
"Krnov, Czech Republic","Krnov, Czech Republic",Czech Republic,1,50.089894,17.7040842
"Kromeriz, Czech Republic","Kromeriz, Czech Republic",Czech Republic,1,49.2984191,17.3929804
"Kryłow, Poland","Kryłow, Poland",Poland,1,50.6830416,24.0552801
"Kungsbacka, Sweden","Kungsbacka, Sweden",Sweden,1,57.4888563,12.0787529
"Kurgan, Russia","Kurgan, Russia",Russia,1,55.4409357,65.3421169
"Kusmark, Sweden","Kusmark, Sweden",Sweden,1,64.87881,20.79953
"Kuybichevki-Voftocha, Russia","Belogorsk, Russia",Russia,1,NA,NA
"Kvissleby, Sweden","Kvissleby, Sweden",Sweden,1,62.2957919,17.3716888
"L'Abord Plouffe, QC, Canada","L'Abord Plouffe, QC, Canada",Canada,1,45.5316116,-73.7274357
"L'Ancienne Lorette, QC, Canada","L'Ancienne Lorette, QC, Canada",Canada,1,46.8063745,-71.3584717
"L'Ancienne-Lorette, QC, Canada","L'Ancienne-Lorette, QC, Canada",Canada,1,46.8063745,-71.3584717
"L'Annonciation, QC, Canada","L'Annonciation, QC, Canada",Canada,1,46.8009584,-71.3583727
"L'Ile-Bizard, QC, Canada","L'Ile-Bizard, QC, Canada",Canada,1,45.4934398,-73.8754216
"L'Isle-aux-Allumettes, QC, Canada","L'Isle-aux-Allumettes, QC, Canada",Canada,1,45.9115856,-77.0764302
"L'Islet, QC, Canada","L'Islet, QC, Canada",Canada,1,47.1037283,-70.0550253
"La Crescent, MN, USA","La Crescent, MN, USA",USA,1,43.8280216,-91.3040274
"La Mirada, CA, USA","La Mirada, CA, USA",USA,1,33.9060971,-118.0107092
"La Sarre, QC, Canada","La Sarre, QC, Canada",Canada,1,48.8000956,-79.2010223
"La Verne, CA, USA","La Verne, CA, USA",USA,1,34.1008426,-117.7678355
"LaSalle, ON, Canada","LaSalle, ON, Canada",Canada,1,42.2450635,-83.0606534
"Labelle, QC, Canada","Labelle, QC, Canada",Canada,1,46.279106,-74.732094
"Labrador, NL, Canada","Labrador, NL, Canada",Canada,1,55.9114861,-61.7019148
"Lac La Hache, BC, Canada","Lac La Hache, BC, Canada",Canada,1,51.8149177,-121.4780081
"Lac Pellitier, SK, Canada","Lac Pelletier, SK, Canada",Canada,1,NA,NA
"Lac St. Jean, QC, Canada","Lac St. Jean, QC, Canada",Canada,1,48.583336,-72.0048797
"Lac la Tortue, QC, Canada","Lac la Tortue, QC, Canada",Canada,1,46.610149,-72.631904
"Lac-Beauport, QC, Canada","Lac-Beauport, QC, Canada",Canada,1,46.944403,-71.296806
"Lachenaie, QC, Canada","Lachenaie, QC, Canada",Canada,1,45.702283,-73.5535424
"Ladysmith, BC, Canada","Ladysmith, BC, Canada",Canada,1,48.9936579,-123.8157964
"Lafayette, CO, USA","Lafayette, CO, USA",USA,1,39.9935959,-105.089705
"Lafontaine, QC, Canada","Lafontaine, QC, Canada",Canada,1,45.8116516,-74.014184
"Lahr, Germany","Lahr, Germany",Germany,1,49.9440704,6.2909431
"Lakeville, NB, Canada","Lakeville, NB, Canada",Canada,1,46.163177,-64.6670258
"Lakewood, OH, USA","Lakewood, OH, USA",USA,1,41.4819932,-81.7981908
"Lamont, AB, Canada","Lamont, AB, Canada",Canada,1,53.7834515,-112.4478142
"Landsbro, Sweden","Landsbro, Sweden",Sweden,1,57.3696208,14.9013204
"Landskrona, Sweden","Landskrona, Sweden",Sweden,1,55.8698007,12.8296734
"Langenburg, SK, Canada","Langenburg, SK, Canada",Canada,1,50.8417915,-101.701553
"Lantzville, BC, Canada","Lantzville, BC, Canada",Canada,1,49.2507112,-124.0746545
"Lany, Czech Republic","Lany, Czech Republic",Czech Republic,1,50.1246235,13.948307
"Lapeer, MI, USA","Lapeer, MI, USA",USA,1,43.0904764,-83.2333705
"Las Vegas, NV, USA","Las Vegas, NV, USA",USA,1,36.1674263,-115.1484131
"Lasalle, ON, Canada","Lasalle, ON, Canada",Canada,1,42.2450635,-83.0606534
"Lashburn, SK, Canada","Lashburn, SK, Canada",Canada,1,53.1238209,-109.6135196
"Lau, Sweden","Lau, Sweden",Sweden,1,57.2824286,18.6184421
"Laurel Hollow, NY, USA","Laurel Hollow, NY, USA",USA,1,40.8567653,-73.4695665
